year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,353680
2004,,0,0,0,0,0,389600
2005,,0,0,0,0,0,362400
2006,,0,0,0,0,0,342560
2007,,0,0,0,0,0,350080
2008,,0,0,0,0,0,331280
2009,,0,0,0,0,0,358160
2010,,0,0,0,0,0,364400
2011,,0,0,0,0,0,394120
2012,,0,0,0,0,0,396619
2013,,0,0,0,0,0,410240
2014,start of forecast,0,0,0,0,0,385000
2015,,0,0,0,0,0,385000
2016,,0,0,0,0,0,385000
2017,,0,0,0,0,0,384000
2018,,0,0,0,0,0,384000
2019,,0,0,0,0,0,384000
2020,,0,0,0,0,0,384000
2021,,0,0,0,0,0,384000
2022,,0,0,0,0,0,383000
2023,,0,0,0,0,0,383000
2024,,0,0,0,0,0,383000
2025,,0,0,0,0,0,383000
2026,,0,0,0,0,0,383000
2027,,0,0,0,0,0,383000
2028,,0,0,0,0,0,382000
2029,,0,0,0,0,0,382000
2030,,0,0,0,0,0,382000
2031,,0,0,0,0,0,381000
2032,,0,0,0,0,0,381000
2033,,0,0,0,0,0,381000
2034,,0,0,0,0,0,381000
2035,,0,0,0,0,0,380000
2036,,0,0,0,0,0,380000
2037,,0,0,0,0,0,380000
2038,,0,0,0,0,0,380000
2039,,0,0,0,0,0,379000
2040,,0,0,0,0,0,379000
