year,Base case cost,Modeled residential energy efficiency
2017,284656.974641,269427.46747
2018,296957.288319,279787.111034
2019,314089.868085,294412.087561
2020,322436.50951,301312.669915
2021,328147.369432,305903.205203
2022,332540.338602,309343.718653
2023,335615.417022,311633.970044
2024,338251.198524,313547.238926
2025,340886.980027,315470.053285
2026,344840.65228,318562.460609
2027,360483.894939,333458.6213
2028,363214.105474,335503.179633
2029,366399.351099,337958.914764
2030,368674.526546,339618.137495
2031,372769.842349,342895.620575
2032,376865.158153,346181.188986
2033,380505.438867,349072.157985
2034,398473.815299,366193.853782
2035,401298.454868,368389.502151
2036,405535.414221,371847.20433
