year,Base case cost,Modeled biomass for heat (cordwood)
2017,278304.396322,317587.411516
2018,300180.954738,335397.904061
2019,330653.333153,360498.02712
2020,345493.751569,372386.89796
2021,355644.409985,380323.052924
2022,363454.759192,386294.8717
2023,368920.4684,390297.665643
2024,373599.786816,393648.864719
2025,378283.706024,397018.884356
2026,385306.894439,402381.355031
2027,395877.712477,411545.486124
2028,400617.370893,415011.935675
2029,406148.379309,419162.433136
2030,410090.786932,421977.429274
2031,417204.285348,427494.910332
2032,424312.062971,433018.715208
2033,430633.261387,437887.938079
2034,444194.228633,449767.946643
2035,448993.107048,453378.02334
2036,456196.665464,459043.029885
