year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,46140.3176328,34143.8350483
2018,46140.3176328,34143.8350483
2019,46140.3176328,34143.8350483
2020,46140.3176328,34143.8350483
2021,46140.3176328,34143.8350483
2022,46140.3176328,34143.8350483
2023,46140.3176328,34143.8350483
2024,46140.3176328,34143.8350483
2025,46140.3176328,34143.8350483
2026,46140.3176328,34143.8350483
2027,46140.3176328,34143.8350483
2028,46140.3176328,34143.8350483
2029,46140.3176328,34143.8350483
2030,46140.3176328,34143.8350483
2031,46140.3176328,34143.8350483
