year,annotation,diesel generation efficiency
2002,,10.77
2003,,10.59
2004,,10.9
2005,,10.63
2006,,10.53
2007,,10.64
2008,,10.32
2009,,10.63
2010,,10.5
2011,,10.85
2012,,10.89
2013,,10.91
2014,start of forecast,10.88
2015,,10.88
2016,,10.88
2017,,10.88
2018,,10.88
2019,,10.88
2020,,10.88
2021,,10.88
2022,,10.88
2023,,10.88
2024,,10.88
2025,,10.88
2026,,10.88
2027,,10.88
2028,,10.88
2029,,10.88
2030,,10.88
2031,,10.88
2032,,10.88
2033,,10.88
2034,,10.88
2035,,10.88
2036,,10.88
2037,,10.88
2038,,10.88
2039,,10.88
2040,,10.88
