year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,2968626
2004,,0,0,0,0,0,2974211
2005,,0,0,0,0,0,2928796
2006,,0,0,0,0,0,2917127
2007,,0,0,0,0,0,2911891
2008,,0,0,0,0,0,3014929
2009,,0,0,0,0,0,3122843
2010,,0,0,0,0,0,8919586
2011,,0,0,0,0,0,3220283
2012,,0,0,0,0,0,3651117
2013,,0,0,0,0,0,3210594
2014,start of forecast,0,0,0,0,0,3216000
2015,,0,0,0,0,0,3225000
2016,,0,0,0,0,0,3234000
2017,,0,0,0,0,0,3244000
2018,,0,0,0,0,0,3254000
2019,,0,0,0,0,0,3264000
2020,,0,0,0,0,0,3275000
2021,,0,0,0,0,0,3286000
2022,,0,0,0,0,0,3297000
2023,,0,0,0,0,0,3308000
2024,,0,0,0,0,0,3319000
2025,,0,0,0,0,0,3331000
2026,,0,0,0,0,0,3342000
2027,,0,0,0,0,0,3353000
2028,,0,0,0,0,0,3364000
2029,,0,0,0,0,0,3376000
2030,,0,0,0,0,0,3387000
2031,,0,0,0,0,0,3399000
2032,,0,0,0,0,0,3411000
2033,,0,0,0,0,0,3423000
2034,,0,0,0,0,0,3435000
2035,,0,0,0,0,0,3447000
2036,,0,0,0,0,0,3460000
2037,,0,0,0,0,0,3473000
2038,,0,0,0,0,0,3486000
2039,,0,0,0,0,0,3499000
2040,,0,0,0,0,0,3513000
