year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,44557.9090607,32864.6927049
2018,44557.9090607,32864.6927049
2019,44557.9090607,32864.6927049
2020,44557.9090607,32864.6927049
2021,44557.9090607,32864.6927049
2022,44557.9090607,32864.6927049
2023,44557.9090607,32864.6927049
2024,44557.9090607,32864.6927049
2025,44557.9090607,32864.6927049
2026,44557.9090607,32864.6927049
2027,44557.9090607,32864.6927049
2028,44557.9090607,32864.6927049
2029,44557.9090607,32864.6927049
2030,44557.9090607,32864.6927049
2031,44557.9090607,32864.6927049
