year,Base case cost,Modeled residential energy efficiency
2017,278735.197999,267371.633393
2018,301582.208479,286801.674334
2019,330693.489439,311584.537695
2020,350083.253303,328495.02658
2021,366990.465009,343438.089427
2022,382476.767305,357266.114633
2023,386154.867705,359548.081744
2024,399758.600255,371881.945967
2025,414076.629829,384865.95931
2026,429511.078881,398849.14415
2027,444407.971263,412423.490253
2028,458763.954351,425577.705632
2029,474513.791707,439975.304665
2030,488522.177989,452909.420025
2031,505105.981563,468117.22967
2032,522005.758399,483647.371306
2033,539105.552971,499398.566794
2034,556880.624861,515787.408457
2035,572476.173897,530302.940055
2036,590675.871909,547151.067196
