year,Base case cost,Modeled solar power (pv)
2016,196619.602572,199792.920513
2017,224215.336266,226967.028614
2018,244337.225418,246761.727351
2019,270208.225757,272245.723449
2020,282281.359248,284096.479467
2021,290905.026027,292541.405695
2022,296654.137214,298147.937226
2023,301253.426163,302620.751449
2024,304702.892875,305959.471984
2025,308727.270705,309869.563567
2026,313901.470773,314919.778074
2027,317925.848603,318835.506518
2028,321375.315315,322185.150717
2029,325974.604264,326674.936894
2030,328849.159857,329460.804149
2031,333448.448806,333955.707487
2032,338622.648874,339022.114836
2033,343796.848942,344091.110887
2034,348971.049009,349162.641097
2035,352420.515721,352529.358773
