year,Base case diesel consumed,Modeled diesel efficiency
2019,57491.1118631,52264.6471483
2020,57491.1118631,52264.6471483
2021,57491.1118631,52264.6471483
2022,57491.1118631,52264.6471483
2023,57491.1118631,52264.6471483
2024,57491.1118631,52264.6471483
2025,57491.1118631,52264.6471483
2026,57491.1118631,52264.6471483
2027,57491.1118631,52264.6471483
2028,57491.1118631,52264.6471483
2029,57491.1118631,52264.6471483
2030,57491.1118631,52264.6471483
2031,57491.1118631,52264.6471483
2032,57491.1118631,52264.6471483
2033,57491.1118631,52264.6471483
2034,57491.1118631,52264.6471483
2035,57491.1118631,52264.6471483
2036,57491.1118631,52264.6471483
2037,57491.1118631,52264.6471483
2038,57491.1118631,52264.6471483
