year,Base case cost,Modeled water and wastewater efficiency
2017,73875.9854379,68522.037993
2018,78034.9239677,71010.5689698
2019,83748.0526832,74581.5273481
2020,86407.2331953,76051.9617604
2021,88251.4303999,76967.9982061
2022,89614.0742478,77559.8671809
2023,90567.0200041,77877.0444629
2024,91347.4477183,78083.0805651
2025,92278.4912738,78400.8038293
2026,93376.6722728,78841.3394948
2027,94293.5315316,79163.8406817
2028,95007.8121708,79353.5008486
2029,96012.294247,79750.7649333
2030,96588.2859392,79858.791674
2031,97641.1523657,80302.7317792
