year,Base case diesel consumed,Modeled residential energy efficiency
2017,239143.371424,190032.926303
2018,239143.371424,190032.926303
2019,240844.375369,191733.930247
2020,240844.375369,191733.930247
2021,239143.371424,190032.926303
2022,239143.371424,190032.926303
2023,239143.371424,190032.926303
2024,240844.375369,191733.930247
2025,239143.371424,190032.926303
2026,239143.371424,190032.926303
2027,239143.371424,190032.926303
2028,237442.36748,188331.922358
2029,235741.363535,186630.918414
2030,234040.35959,184929.914469
2031,232339.355646,183228.910524
2032,230638.351701,181527.90658
2033,228937.347756,179826.902635
2034,225535.339867,176424.894746
2035,222133.331978,173022.886856
2036,220432.328033,171321.882912
