year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,18321450.0,3722142.0,14599308.0
2004,,19524749.0,3821032.0,15703717.0
2005,,19611197.0,3656498.0,15954699.0
2006,,19544017.0,3821646.0,15722371.0
2007,,19631708.0,3939289.0,15692419.0
2008,,20454099.0,3930739.0,16523360.0
2009,,19958525.0,3788888.0,16169637.0
2010,,19976813.0,3737513.0,16239300.0
2011,,18436268.0,3383910.0,15052358.0
2012,,18190419.0,3117822.0,15072597.0
2013,,17836419.0,2703547.0,15132872.0
2014,start of forecast,18684829.0,3598887.0,15085942.0
2015,,18685431.0,3599489.0,15085942.0
2016,,18685792.0,3599850.0,15085942.0
2017,,18685977.0,3600035.0,15085942.0
2018,,18686095.0,3600153.0,15085942.0
2019,,18686238.0,3600296.0,15085942.0
2020,,18686274.0,3600332.0,15085942.0
2021,,18686190.0,3600248.0,15085942.0
2022,,18686147.0,3600205.0,15085942.0
2023,,18686195.0,3600253.0,15085942.0
2024,,18686260.0,3600318.0,15085942.0
2025,,18686171.0,3600228.0,15085942.0
2026,,18685816.0,3599873.0,15085942.0
2027,,18685191.0,3599248.0,15085942.0
2028,,18684350.0,3598408.0,15085942.0
2029,,18683594.0,3597652.0,15085942.0
2030,,18682586.0,3596644.0,15085942.0
2031,,18681352.0,3595409.0,15085942.0
2032,,18679801.0,3593859.0,15085942.0
2033,,18678094.0,3592152.0,15085942.0
2034,,18676376.0,3590434.0,15085942.0
2035,,18674519.0,3588577.0,15085942.0
2036,,18672635.0,3586692.0,15085942.0
2037,,18670716.0,3584774.0,15085942.0
2038,,18668719.0,3582776.0,15085942.0
2039,,18666629.0,3580687.0,15085942.0
2040,,18664476.0,3578534.0,15085942.0
