year,Base case cost,Modeled non-residential energy efficiency
2017,3195002.64019,2663717.17004
2018,3346864.13237,2784733.10464
2019,3555475.0611,2952284.60681
2020,3652630.09646,3028668.0952
2021,3720275.42482,3080967.27181
2022,3770214.92898,3118843.68656
2023,3804945.58414,3144339.80395
2024,3833320.30242,3164701.43366
2025,3867596.96209,3189961.90927
2026,3908683.55414,3220862.98502
2027,3943868.2048,3246996.51154
2028,3972242.92307,3267617.65734
2029,4011059.53767,3296848.21344
2030,4034894.30101,3313873.52502
2031,4076888.88406,3345823.71497
