year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,1332221.8,7366.5,137338.54,239143.37
2018,1332221.8,7367.14,137338.54,239143.37
2019,1332221.8,7367.93,137338.54,240844.38
2020,1332221.8,7368.13,137338.54,240844.38
2021,1332221.8,7367.67,137338.54,239143.37
2022,1332221.8,7367.43,137338.54,239143.37
2023,1332221.8,7367.7,137338.54,239143.37
2024,1332221.8,7368.05,137338.54,240844.38
2025,1332221.8,7367.56,137338.54,239143.37
2026,1332221.8,7365.6,137338.54,239143.37
2027,1332157.69,7362.16,137338.54,239143.37
2028,1332093.57,7357.52,137338.54,237442.37
2029,1332029.46,7353.36,137338.54,235741.36
2030,1331965.35,7347.8,137338.54,234040.36
2031,1331901.24,7340.99,137338.54,232339.36
2032,1331773.02,7332.44,137338.54,230638.35
2033,1331644.8,7323.03,137338.54,228937.35
2034,1331516.58,7313.55,137338.54,225535.34
2035,1331388.36,7303.31,137338.54,222133.33
2036,1331260.13,7292.92,137338.54,220432.33
2037,1331131.91,7282.34,137338.54,217030.32
2038,1331003.69,7271.33,137338.54,213628.31
2039,1330811.36,7259.8,137338.54,211927.31
2040,1330683.14,7247.93,137338.54,208525.3
