year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,45000000.0,11000000.0,34000000.0
2004,,41403000.0,10970000.0,30433000.0
2005,,44428000.0,10587000.0,33841000.0
2006,,40953000.0,10664000.0,30289000.0
2007,,44191000.0,10316000.0,33875000.0
2008,,46238000.0,10827000.0,35411000.0
2009,,48090000.0,10909000.0,37181000.0
2010,,49243000.0,11114000.0,38129000.0
2011,,50052000.0,11253000.0,38799000.0
2012,,49580000.0,11511000.0,38069000.0
2013,,50252000.0,11865000.0,38387000.0
2014,,51344000.0,11679000.0,39665000.0
2015,start of forecast,50370154.0,11663154.0,38707000.0
2016,,50505832.0,11798832.0,38707000.0
2017,,50634928.0,11927928.0,38707000.0
2018,,50758539.0,12051539.0,38707000.0
2019,,50874719.0,12167719.0,38707000.0
2020,,50988074.0,12281074.0,38707000.0
2021,,51099746.0,12392746.0,38707000.0
2022,,51203547.0,12496547.0,38707000.0
2023,,51303391.0,12596391.0,38707000.0
2024,,51400349.0,12693349.0,38707000.0
2025,,51498551.0,12791551.0,38707000.0
2026,,51597411.0,12890411.0,38707000.0
2027,,51697867.0,12990867.0,38707000.0
2028,,51798391.0,13091391.0,38707000.0
2029,,51880567.0,13173567.0,38707000.0
2030,,51966991.0,13259991.0,38707000.0
2031,,52058970.0,13351970.0,38707000.0
2032,,52165382.0,13458382.0,38707000.0
2033,,52276302.0,13569302.0,38707000.0
2034,,52388005.0,13681005.0,38707000.0
2035,,52497014.0,13790014.0,38707000.0
2036,,52608238.0,13901238.0,38707000.0
2037,,52713130.0,14006130.0,38707000.0
2038,,52819265.0,14112265.0,38707000.0
2039,,52935528.0,14228528.0,38707000.0
2040,,53051726.0,14344726.0,38707000.0
