year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,45018000,0,0
2004,,0,0,0,46050000,0,0
2005,,0,0,0,47455000,0,0
2006,,0,0,0,46022000,0,0
2007,,0,0,0,45968886,0,38114
2008,,0,0,0,47398744,0,13256
2009,,0,0,0,48397579,0,4421
2010,,0,0,0,49803000,0,0
2011,,0,0,0,50221000,0,0
2012,,0,0,0,49580000,0,0
2013,,0,0,0,50225744,0,26256
2014,,0,0,0,49633435,0,3565
2015,start of forecast,0,0,0,55967000,0,0
2016,,0,0,0,56118000,0,0
2017,,0,0,0,56261000,0,0
2018,,0,0,0,56398000,0,0
2019,,0,0,0,56527000,0,0
2020,,0,0,0,56653000,0,0
2021,,0,0,0,56777000,0,0
2022,,0,0,0,56893000,0,0
2023,,0,0,0,57004000,0,0
2024,,0,0,0,57111000,0,0
2025,,0,0,0,57221000,0,0
2026,,0,0,0,57330000,0,0
2027,,0,0,0,57442000,0,0
2028,,0,0,0,57554000,0,0
2029,,0,0,0,57645000,0,0
2030,,0,0,0,57741000,0,0
2031,,0,0,0,57843000,0,0
2032,,0,0,0,57962000,0,0
2033,,0,0,0,58085000,0,0
2034,,0,0,0,58209000,0,0
2035,,0,0,0,58330000,0,0
2036,,0,0,0,58454000,0,0
2037,,0,0,0,58570000,0,0
2038,,0,0,0,58688000,0,0
2039,,0,0,0,58817000,0,0
2040,,0,0,0,58946000,0,0
