year,Base case cost,Modeled water and wastewater efficiency
2017,2410.38272171,3866.46850427
2018,2536.26494644,3900.08534009
2019,2714.33118486,3970.38360673
2020,2764.99135217,3955.07798166
2021,2760.75669963,3903.4800323
2022,2742.01193434,3843.14052564
2023,2692.63373833,3762.99538134
2024,2632.52356049,3676.5242184
2025,2575.97119787,3593.58070298
2026,2526.96160136,3516.78707357
2027,2467.13140837,3433.59419639
2028,2403.228943,3348.63497997
2029,2326.19915645,3255.5382315
2030,2245.4801499,3160.93455944
2031,2176.94020065,3075.54482799
