year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,463.322187037,301.159421574
2018,453.503449052,294.777241884
2019,442.986848537,287.941451549
2020,431.899319436,280.734557634
2021,419.863761019,272.911444662
2022,408.044374121,265.228843179
2023,395.59155121,257.134508287
2024,381.895159479,248.231853661
2025,369.048786515,239.881711235
2026,356.128391597,231.483454538
2027,342.80882644,222.825737186
2028,329.953954659,214.470070528
2029,315.002753737,204.751789929
2030,301.125556531,195.731611745
2031,287.476867836,186.859964093
