year,Base case diesel consumed,Modeled residential ashp
2017,4411.42514463,-18581.7524661
2018,4411.42514463,-18581.7524661
2019,4411.42514463,-18581.7524661
2020,4142.74164269,-18850.435968
2021,4142.74164269,-18850.435968
2022,3874.05814074,-19119.11947
2023,3874.05814074,-19119.11947
2024,3605.3746388,-19387.8029719
2025,3605.3746388,-19387.8029719
2026,3336.69113685,-19656.4864739
2027,3336.69113685,-19656.4864739
2028,3068.00763491,-19925.1699758
2029,2799.32413296,-20193.8534777
2030,2799.32413296,-20193.8534777
2031,2530.64063102,-20462.5369797
