year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,32155.9042511,23795.3691458
2018,32155.9042511,23795.3691458
2019,32155.9042511,23795.3691458
2020,32155.9042511,23795.3691458
2021,32155.9042511,23795.3691458
2022,32155.9042511,23795.3691458
2023,32155.9042511,23795.3691458
2024,32155.9042511,23795.3691458
2025,32155.9042511,23795.3691458
2026,32155.9042511,23795.3691458
2027,32155.9042511,23795.3691458
2028,32155.9042511,23795.3691458
2029,32155.9042511,23795.3691458
2030,32155.9042511,23795.3691458
2031,32155.9042511,23795.3691458
