year,Base case diesel consumed,Modeled non-residential ashp
2017,4437.51478665,-5209.25649832
2018,4437.51478665,-5209.25649832
2019,4437.51478665,-5209.25649832
2020,4437.51478665,-5209.25649832
2021,4437.51478665,-5209.25649832
2022,4437.51478665,-5209.25649832
2023,4437.51478665,-5209.25649832
2024,4437.51478665,-5209.25649832
2025,4437.51478665,-5209.25649832
2026,4437.51478665,-5209.25649832
2027,4437.51478665,-5209.25649832
2028,4437.51478665,-5209.25649832
2029,4437.51478665,-5209.25649832
2030,4437.51478665,-5209.25649832
2031,4437.51478665,-5209.25649832
