year,Base case diesel consumed,Modeled residential energy efficiency
2017,22993.1775877,16096.6762846
2018,22993.1775877,16096.6762846
2019,22993.1775877,16096.6762846
2020,21592.7486396,14696.2473364
2021,21592.7486396,14696.2473364
2022,20192.3196914,13295.8183883
2023,20192.3196914,13295.8183883
2024,18791.8907433,11895.3894401
2025,18791.8907433,11895.3894401
2026,17391.4617951,10494.960492
2027,17391.4617951,10494.960492
2028,15991.032847,9094.53154385
2029,14590.6038988,7694.10259571
2030,14590.6038988,7694.10259571
2031,13190.1749507,6293.67364756
