year,Base case cost,Modeled residential energy efficiency
2017,1855563.4762,2028727.11562
2018,1982905.82719,2138158.18136
2019,2148524.82201,2282895.47424
2020,2257068.65279,2377108.05632
2021,2356393.02986,2464413.31913
2022,2451097.79819,2547995.31944
2023,2544650.92243,2631670.35405
2024,2628473.22265,2706149.2721
2025,2720666.85613,2789177.16486
2026,2817318.43315,2875778.07134
2027,2915504.33627,2964788.32125
2028,3011014.1683,3051640.7442
2029,3111476.86445,3143254.79258
2030,3212771.05058,3236563.71351
2031,3323812.61377,3338362.88046
2032,3440084.18143,3445895.32272
2033,3549894.94216,3547113.89959
2034,3673633.74538,3662051.21397
2035,3785325.30071,3766139.82269
2036,3920415.06634,3892705.08393
