year,Base case cost,Modeled non-residential energy efficiency
2017,2335628.18225,2401189.16776
2018,2449973.17043,2499672.82089
2019,2603899.11606,2634979.49973
2020,2678663.1468,2697155.91309
2021,2727039.87257,2735064.41927
2022,2766620.83002,2764989.91985
2023,2793008.13498,2782856.43879
2024,2814997.55579,2796804.66974
2025,2836986.97659,2810903.19921
2026,2872170.04988,2837365.08566
2027,2898557.35484,2855825.92061
2028,2920546.77565,2870354.53829
2029,2946934.08061,2889092.04535
2030,2964525.61726,2899818.65697
2031,2999708.69054,2926964.40655
