year,Base case cost,Modeled water and wastewater efficiency
2017,466007.209111,389891.92654
2018,498366.941637,411092.461213
2019,539536.065487,438433.598053
2020,566495.565682,456005.348338
2021,588943.092638,470501.728945
2022,610250.548299,484252.544735
2023,629410.358756,496558.816053
2024,648116.253997,508589.84984
2025,667200.249241,520918.778737
2026,689578.608982,535564.816331
2027,710412.562671,549175.309543
2028,730661.210561,562414.455794
2029,752557.138992,576833.931632
2030,772772.84766,590120.790157
2031,797744.100585,606740.607615
