year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,219496.25,48581.66,314522.85,169898.76
2018,220935.95,49363.45,314522.85,174839.98
2019,224784.55,50161.97,314522.85,180398.85
2020,228396.46,50973.33,314522.85,185340.07
2021,231558.28,51797.61,314522.85,190898.94
2022,235220.99,52638.97,314522.85,196457.81
2023,238821.74,53498.62,314522.85,202634.34
2024,242418.77,54374.58,314522.85,208193.21
2025,246112.1,55261.93,314522.85,214369.73
2026,249840.01,56158.25,314522.85,219928.61
2027,253634.7,57063.43,314522.85,226105.13
2028,257446.5,57980.57,314522.85,232281.65
2029,261395.34,58921.6,314522.85,238458.18
2030,265417.82,59874.63,314522.85,245252.35
2031,269443.08,60841.65,314522.85,251428.88
2032,273466.32,,,258223.05
2033,277636.3,,,264399.58
2034,281879.84,,,271193.75
2035,286122.97,,,277987.93
2036,290585.72,,,285399.76
