year,Base case diesel consumed,Modeled diesel efficiency
2019,224784.545134,204349.586485
2020,228396.455134,207633.141031
2021,231558.284535,210507.531395
2022,235220.994388,213837.267625
2023,238821.74378,217110.676163
2024,242418.772969,220380.702699
2025,246112.095565,223738.268695
2026,249840.009003,227127.280912
2027,253634.697052,230576.99732
2028,257446.498197,234042.271088
2029,261395.338572,237632.125974
2030,265417.821258,241288.928417
2031,269443.075707,244948.250642
2032,273466.321471,248605.746792
2033,277636.302007,252396.638188
2034,281879.835087,256254.395533
2035,286122.967926,260111.789024
2036,290585.716026,264168.832751
2037,295048.506934,268225.915395
2038,299657.54357,272415.9487
