year,population
2003,1071.0
2004,1080.0
2005,1073.0
2006,1084.0
2007,1062.0
2008,1062.0
2009,1054.0
2010,1093.0
2011,1138.0
2012,1168.0
2013,1199.0
2014,1231.0
2015,1265.0
2016,1299.0
2017,1335.0
2018,1371.0
2019,1407.0
2020,1445.0
2021,1483.0
2022,1522.0
2023,1562.0
2024,1602.0
2025,1643.0
2026,1684.0
2027,1726.0
2028,1768.0
2029,1812.0
2030,1856.0
2031,1900.0
2032,1946.0
2033,1991.0
2034,2038.0
2035,2085.0
2036,2134.0
2037,2184.0
2038,2234.0
2039,2286.0
2040,2338.0
