year,Base case diesel consumed,Modeled residential ashp
2017,216754.249655,46855.4882467
2018,223058.181686,53159.4202771
2019,230150.10522,60251.3438112
2020,236454.03725,66555.2758415
2021,243545.960784,73647.1993756
2022,250637.884318,80739.1229097
2023,258517.799356,88619.0379476
2024,265609.72289,95710.9614817
2025,273489.637928,103590.87652
2026,280581.561462,110682.800054
2027,288461.4765,118562.715092
2028,296341.391538,126442.63013
2029,304221.306576,134322.545167
2030,312889.213118,142990.451709
2031,320769.128156,150870.366747
