year,Base case diesel consumed,Modeled non-residential ashp
2017,314522.853687,220165.997675
2018,314522.853687,220165.997675
2019,314522.853687,220165.997675
2020,314522.853687,220165.997675
2021,314522.853687,220165.997675
2022,314522.853687,220165.997675
2023,314522.853687,220165.997675
2024,314522.853687,220165.997675
2025,314522.853687,220165.997675
2026,314522.853687,220165.997675
2027,314522.853687,220165.997675
2028,314522.853687,220165.997675
2029,314522.853687,220165.997675
2030,314522.853687,220165.997675
2031,314522.853687,220165.997675
