year,Base case cost,Modeled diesel efficiency
2019,624901.035472,917681.924404
2020,673769.542646,953914.322658
2021,708568.350676,977548.120887
2022,740946.132321,999168.520768
2023,766617.797532,1014875.59057
2024,790285.199878,1028939.45024
2025,814631.036319,1043794.72353
2026,846957.630521,1066075.793
2027,875039.704829,1084664.7723
2028,901062.74369,1101544.56162
2029,930567.405316,1121748.31067
2030,955504.15653,1137954.53901
2031,991550.5186,1164411.90287
2032,1025498.70552,1189109.77365
2033,1060570.67367,1214973.73517
2034,1099331.35684,1244332.1595
2035,1130185.72331,1266640.8019
2036,1171060.43558,1298193.39916
2037,1200847.42322,1319797.64282
2038,1243578.80582,1353297.83475
