year,Base case diesel consumed,Modeled residential energy efficiency
2017,169898.761578,134618.501975
2018,174839.980709,139559.721106
2019,180398.852231,145118.592628
2020,185340.071361,150059.811758
2021,190898.942883,155618.68328
2022,196457.814405,161177.554802
2023,202634.338318,167354.078715
2024,208193.20984,172912.950237
2025,214369.733753,179089.47415
2026,219928.605275,184648.345672
2027,226105.129189,190824.869585
2028,232281.653102,197001.393499
2029,238458.177015,203177.917412
2030,245252.353319,209972.093716
2031,251428.877233,216148.61763
2032,258223.053537,222942.793934
2033,264399.57745,229119.317847
2034,271193.753755,235913.494152
2035,277987.930059,242707.670456
2036,285399.758755,250119.499152
