year,Base case cost,Modeled solar power (pv)
2016,389919.446774,
2017,476306.852103,
2018,536874.367972,
2019,624901.035472,
2020,673769.542646,
2021,708568.350676,
2022,740946.132321,
2023,766617.797532,
2024,790285.199878,
2025,814631.036319,
2026,846957.630521,
2027,875039.704829,
2028,901062.74369,
2029,930567.405316,
2030,955504.15653,
2031,991550.5186,
2032,1025498.70552,
2033,1060570.67367,
2034,1099331.35684,
2035,1130185.72331,
