year,Base case cost,Modeled non-residential energy efficiency
2017,357435.332572,424053.521032
2018,380779.104509,446502.26759
2019,412876.790924,477369.294107
2020,428196.141258,492101.284035
2021,438409.04148,501922.610655
2022,446433.463084,509639.367284
2023,451539.913195,514550.030593
2024,455916.870433,518759.170573
2025,461752.813418,524371.357212
2026,468318.249275,530685.067182
2027,473424.699387,535595.730491
2028,477801.656625,539804.870471
2029,484367.092482,546118.58044
2030,488014.556848,549626.19709
2031,494579.992705,555939.907059
