year,Base case cost,Modeled diesel efficiency
2019,55832.0572238,205399.664756
2020,59201.2330908,208462.551908
2021,61447.3503354,210504.476675
2022,63212.1567419,212108.846136
2023,64335.2153642,213129.80852
2024,65297.8370405,214004.919135
2025,66581.3326088,215171.733288
2026,68025.2651233,216484.39921
2027,69148.3237456,217505.361594
2028,70110.9454218,218380.472209
2029,71554.8779362,219693.138131
2030,72357.0626665,220422.396976
2031,73800.9951809,221735.062899
2032,75244.9276953,223047.728821
2033,76688.8602097,224360.394743
2034,78293.2296702,225818.912434
2035,79255.8513464,226694.023049
2036,80860.2208069,228152.54074
2037,81822.8424832,229027.651355
2038,83427.2119436,230486.169047
