year,Base case cost,Modeled biomass for heat (cordwood)
2017,305994.098657,364655.094411
2018,325895.538657,379370.530698
2019,353260.018657,399604.255592
2020,366320.338657,409261.260656
2021,375027.218657,415699.264031
2022,381868.338657,420757.695255
2023,386221.778657,423976.696943
2024,389953.298657,426735.841247
2025,394928.658657,430414.700318
2026,400525.938657,434553.416774
2027,404879.378657,437772.418462
2028,408610.898657,440531.562766
2029,414208.178657,444670.279221
2030,417317.778657,446969.566141
2031,422915.058657,451108.282597
2032,,
2033,,
2034,,
2035,,
2036,,
