year,Base case cost,Modeled transmission and interties
2021,61447.3503354,
2022,63212.1567419,
2023,64335.2153642,
2024,65297.8370405,
2025,66581.3326088,
2026,68025.2651233,
2027,69148.3237456,
2028,70110.9454218,
2029,71554.8779362,
2030,72357.0626665,
2031,73800.9951809,
2032,75244.9276953,
2033,76688.8602097,
2034,78293.2296702,
2035,79255.8513464,
2036,80860.2208069,
2037,81822.8424832,
2038,83427.2119436,
2039,84550.2705659,
2040,86315.0769724,
