year,Base case diesel consumed,Modeled residential ashp
2017,21070.5636361,2877.69273678
2018,21070.5636361,2877.69273678
2019,21070.5636361,2877.69273678
2020,21070.5636361,2877.69273678
2021,21070.5636361,2877.69273678
2022,21070.5636361,2877.69273678
2023,21070.5636361,2877.69273678
2024,21070.5636361,2877.69273678
2025,21070.5636361,2877.69273678
2026,21070.5636361,2877.69273678
2027,21070.5636361,2877.69273678
2028,21070.5636361,2877.69273678
2029,21070.5636361,2877.69273678
2030,21070.5636361,2877.69273678
2031,21070.5636361,2877.69273678
