year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,1403.21,112135.0,112135.0
2004,,1403.21,126474.0,126474.0
2005,,1403.21,128362.0,128362.0
2006,,1403.21,188369.0,188369.0
2007,,1403.21,162789.0,162789.0
2008,,1403.21,134630.0,134630.0
2009,,1403.21,133466.0,133466.0
2010,,1403.21,138975.0,138975.0
2011,,1403.21,143247.0,143247.0
2012,,1403.21,140985.0,140985.0
2013,,1403.21,53749.0,53749.0
2014,start of forecast,1403.21,122000.0,122000.0
2015,,1403.21,122000.0,122000.0
2016,,1403.21,122000.0,122000.0
2017,,1403.21,122000.0,122000.0
2018,,1403.21,122000.0,122000.0
2019,,1403.21,122000.0,122000.0
2020,,1403.21,122000.0,122000.0
2021,,1403.21,122000.0,122000.0
2022,,1403.21,122000.0,122000.0
2023,,1403.21,122000.0,122000.0
2024,,1403.21,122000.0,122000.0
2025,,1403.21,122000.0,122000.0
2026,,1403.21,122000.0,122000.0
2027,,1403.21,122000.0,122000.0
2028,,1403.21,122000.0,122000.0
2029,,1403.21,122000.0,122000.0
2030,,1403.21,122000.0,122000.0
2031,,1403.21,122000.0,122000.0
2032,,1403.21,122000.0,122000.0
2033,,1403.21,122000.0,122000.0
2034,,1403.21,122000.0,122000.0
2035,,1403.21,122000.0,122000.0
2036,,1403.21,122000.0,122000.0
2037,,1403.21,122000.0,122000.0
2038,,1403.21,122000.0,122000.0
2039,,1403.21,122000.0,122000.0
2040,,1403.21,122000.0,122000.0
