year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,56627.730918,41904.5208793
2018,56627.730918,41904.5208793
2019,56627.730918,41904.5208793
2020,56627.730918,41904.5208793
2021,56627.730918,41904.5208793
2022,56627.730918,41904.5208793
2023,56627.730918,41904.5208793
2024,56627.730918,41904.5208793
2025,56627.730918,41904.5208793
2026,56627.730918,41904.5208793
2027,56627.730918,41904.5208793
2028,56627.730918,41904.5208793
2029,56627.730918,41904.5208793
2030,56627.730918,41904.5208793
2031,56627.730918,41904.5208793
