year,Base case cost,Modeled non-residential energy efficiency
2017,280393.180894,323866.183622
2018,302736.037552,343607.228383
2019,333457.465457,371350.453333
2020,348818.17941,384522.06978
2021,359291.393468,393079.930778
2022,366971.750445,399014.98036
2023,372557.464609,402990.359701
2024,376746.750232,405669.228009
2025,382332.464397,409706.494108
2026,388616.392832,414437.530694
2027,394202.106997,418533.816596
2028,399089.606891,421994.668394
2029,405373.535326,426811.150633
2030,408864.606678,428999.147592
2031,415846.749384,434533.218699
