year,Base case cost,Modeled diesel efficiency
2019,73477.5,217664.779572
2020,78541.6666667,218732.620908
2021,81883.3333333,218317.426907
2022,84240.0,217087.709757
2023,85561.6666667,214996.118075
2024,86383.3333333,212527.163114
2025,87965.8333333,210825.248074
2026,89770.0,209398.454865
2027,91325.0,207817.027999
2028,92633.3333333,206081.555526
2029,94733.3333333,205134.331557
2030,96242.5,203716.931279
2031,98233.3333333,202802.785632
2032,100207.5,201937.33208
2033,101797.5,200784.983391
2034,103354.166667,199663.21769
2035,104576.666667,198297.123094
2036,107088.333333,198161.06362
2037,108062.5,196683.981403
2038,110565.0,196651.668623
