year,Base case diesel consumed,Modeled diesel efficiency
2019,24250.0,22045.4545455
2020,24166.6666667,21969.6969697
2021,24083.3333333,21893.9393939
2022,24000.0,21818.1818182
2023,23833.3333333,21666.6666667
2024,23666.6666667,21515.1515152
2025,23583.3333333,21439.3939394
2026,23500.0,21363.6363636
2027,23416.6666667,21287.8787879
2028,23333.3333333,21212.1212121
2029,23333.3333333,21212.1212121
2030,23416.6666667,21287.8787879
2031,23333.3333333,21212.1212121
2032,23250.0,21136.3636364
2033,23083.3333333,20984.8484848
2034,22916.6666667,20833.3333333
2035,22833.3333333,20757.5757576
2036,22833.3333333,20757.5757576
2037,22750.0,20681.8181818
2038,22750.0,20681.8181818
