year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,21517.09,200770.97,39595.6,40330.54,79622.22,78453.29
2018,23457.2,218891.84,42633.55,42462.64,83844.2,82613.29
2019,26125.7,243808.04,46810.74,45397.6,89649.42,88333.29
2020,27458.8,256266.14,48899.33,46861.63,92552.04,91193.29
2021,28366.47,264760.3,50323.37,47856.08,94531.09,93143.29
2022,29030.36,270989.35,48499.55,48580.13,95982.4,90935.85
2023,29510.99,275519.57,49216.63,49100.16,97037.89,91935.85
2024,29870.94,278917.23,49754.44,49488.69,97829.52,92685.85
2025,30352.85,283447.45,50471.52,50012.83,98885.01,93685.85
2026,30896.4,288543.95,51278.24,50606.8,100072.44,94810.85
2027,31378.75,293074.17,48920.47,51132.44,101127.94,91978.42
2028,31800.0,297038.11,49510.82,51590.08,102051.5,92818.42
2029,32347.69,302134.6,50269.83,52196.47,103238.93,93898.42
2030,32651.64,304965.99,50691.5,52532.37,103898.62,94498.42
2031,33257.37,310628.76,51534.84,53197.79,105217.99,95698.42
2032,33859.31,316291.54,52378.19,53852.26,106537.36,96898.42
2033,34460.21,321954.31,53221.53,54503.87,107856.73,98098.42
2034,35061.35,327617.08,54064.88,55156.31,109176.1,99298.42
2035,35481.95,331581.02,51219.92,55612.54,110099.65,95965.98
2036,36146.81,337810.07,52089.29,56340.78,111550.96,97230.98
2037,36508.69,341207.74,52563.49,56735.85,112342.58,97920.98
2038,37174.87,347436.79,53432.86,57467.87,113793.89,99185.98
2039,37657.67,351967.01,54065.13,57995.52,114849.38,100105.98
2040,38381.71,358762.33,55013.54,58786.61,116432.63,101485.98
