year,Base case diesel consumed,Modeled non-residential ashp
2017,4057.47367727,-3404.73701101
2018,4057.47367727,-3404.73701101
2019,4057.47367727,-3404.73701101
2020,4057.47367727,-3404.73701101
2021,4057.47367727,-3404.73701101
2022,4057.47367727,-3404.73701101
2023,4057.47367727,-3404.73701101
2024,4057.47367727,-3404.73701101
2025,4057.47367727,-3404.73701101
2026,4057.47367727,-3404.73701101
2027,4057.47367727,-3404.73701101
2028,4057.47367727,-3404.73701101
2029,4057.47367727,-3404.73701101
2030,4057.47367727,-3404.73701101
2031,4057.47367727,-3404.73701101
