year,annotation,Average Load
2003,,24.0
2004,,25.0
2005,,27.0
2006,,30.0
2007,,28.0
2008,,30.0
2009,,31.0
2010,,32.0
2011,,34.0
2012,,38.0
2013,,37.0
2014,start of forecast,34.0
2015,,34.0
2016,,35.0
2017,,35.0
2018,,35.0
2019,,35.0
2020,,35.0
2021,,35.0
2022,,35.0
2023,,35.0
2024,,35.0
2025,,35.0
2026,,35.0
2027,,35.0
2028,,35.0
2029,,35.0
2030,,35.0
2031,,35.0
2032,,36.0
2033,,36.0
2034,,36.0
2035,,36.0
2036,,36.0
2037,,36.0
2038,,36.0
2039,,36.0
2040,,36.0
