year,Base case diesel consumed,Modeled residential ashp
2017,2575.87102765,-5620.54190808
2018,2575.87102765,-5620.54190808
2019,2575.87102765,-5620.54190808
2020,2575.87102765,-5620.54190808
2021,2575.87102765,-5620.54190808
2022,2575.87102765,-5620.54190808
2023,2575.87102765,-5620.54190808
2024,2575.87102765,-5620.54190808
2025,2575.87102765,-5620.54190808
2026,2575.87102765,-5620.54190808
2027,2575.87102765,-5620.54190808
2028,2575.87102765,-5620.54190808
2029,2575.87102765,-5620.54190808
2030,2575.87102765,-5620.54190808
2031,2575.87102765,-5620.54190808
