year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,40842.79,9275.86,29401.98,9688.45
2018,40942.65,9276.01,29401.98,9688.45
2019,40942.65,9276.15,29401.98,9688.45
2020,41042.51,9276.31,29401.98,9688.45
2021,41142.37,9276.46,29401.98,9688.45
2022,41142.37,9276.54,29401.98,9688.45
2023,41142.37,9276.55,29401.98,9688.45
2024,41142.37,9276.53,29401.98,9688.45
2025,41242.23,9276.61,29401.98,9688.45
2026,41342.09,9276.79,29401.98,9688.45
2027,41441.95,9277.0,29401.98,9688.45
2028,41541.81,9277.23,29401.98,9688.45
2029,41641.67,9277.4,29401.98,9688.45
2030,41741.53,9277.64,29401.98,9688.45
2031,41841.39,9277.86,29401.98,9688.45
