year,Base case cost,Modeled non-residential energy efficiency
2017,463100.51885,662145.039741
2018,577992.864469,755771.516227
2019,742671.893191,892148.299237
2020,815437.045416,949917.015584
2021,869053.473372,991392.925467
2022,907350.921912,1019853.41518
2023,934159.135889,1038575.92963
2024,957137.605013,1054117.8561
2025,983945.818991,1073036.63774
2026,1018413.52268,1098609.88701
2027,1045221.73665,1117715.84363
2028,1068200.20578,1133632.22536
2029,1098838.16461,1156196.57115
2030,1117986.88888,1169007.38795
2031,1152454.59257,1195021.85361
