year,Base case cost,Modeled residential energy efficiency
2017,207312.917135,247046.804285
2018,249628.008117,282918.523312
2019,310162.244209,335067.711525
2020,334994.734197,355222.963195
2021,359182.841212,375539.030327
2022,378552.553621,391688.209456
2023,387988.014337,398400.974546
2024,402436.957634,410318.696795
2025,418520.472505,423756.123921
2026,431020.32736,433341.420786
2027,447574.764956,447322.829609
2028,456030.850933,453393.853576
2029,474424.609115,469131.541001
2030,481573.721935,474116.349717
2031,501847.750505,491648.037837
2032,513450.130225,500692.853537
2033,534256.506224,518820.257644
2034,555431.430443,537346.78475
2035,564378.914046,544133.878745
2036,587556.95806,564569.825778
