year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,74626.11,4032100.0,4032100.0
2004,,74626.11,4464700.0,4464700.0
2005,,74626.11,4745900.0,4745900.0
2006,,74626.11,4928200.0,4928200.0
2007,,74626.11,5583000.0,5583000.0
2008,,74626.11,5692000.0,5692000.0
2009,,74626.11,5776226.0,5776226.0
2010,,74626.11,4983734.0,4983734.0
2011,,74626.11,4830200.0,4830200.0
2012,,74626.11,5901484.0,5901484.0
2013,,74626.11,4758700.0,4758700.0
2014,,74626.11,4695600.0,4695600.0
2015,,74626.11,4733100.0,4733100.0
2016,start of forecast,74626.11,5596000.0,5596000.0
2017,,74626.11,5578000.0,5578000.0
2018,,74626.11,5560000.0,5560000.0
2019,,74626.11,5543000.0,5543000.0
2020,,74626.11,5526000.0,5526000.0
2021,,74626.11,5508000.0,5508000.0
2022,,74626.11,5492000.0,5492000.0
2023,,74626.11,5477000.0,5477000.0
2024,,74626.11,5463000.0,5463000.0
2025,,74626.11,5449000.0,5449000.0
2026,,74626.11,5435000.0,5435000.0
2027,,74626.11,5420000.0,5420000.0
2028,,74626.11,5406000.0,5406000.0
2029,,74626.11,5396000.0,5396000.0
2030,,74626.11,5384000.0,5384000.0
2031,,74626.11,5372000.0,5372000.0
2032,,74626.11,5358000.0,5358000.0
2033,,74626.11,5344000.0,5344000.0
2034,,74626.11,5329000.0,5329000.0
2035,,74626.11,5315000.0,5315000.0
2036,,74626.11,5301000.0,5301000.0
2037,,74626.11,5287000.0,5287000.0
2038,,74626.11,5274000.0,5274000.0
2039,,74626.11,5259000.0,5259000.0
2040,,74626.11,5243000.0,5243000.0
