year,Base case diesel consumed,Modeled diesel efficiency
2019,415380.849552,377618.954138
2020,414106.905037,376460.822761
2021,412758.022611,375234.56601
2022,411559.016009,374144.560008
2023,410434.94732,373122.679382
2024,409385.816543,372168.92413
2025,408336.685767,371215.168879
2026,407287.554991,370261.413628
2027,406163.486302,369239.533001
2028,405114.355525,368285.77775
2029,404364.976399,367604.523999
2030,403465.721448,366787.019498
2031,402566.466497,365969.514997
2032,401517.33572,365015.759746
2033,400468.204944,364062.004494
2034,399344.136255,363040.123868
2035,398295.005478,362086.368617
2036,397245.874702,361132.613365
2037,396196.743926,360178.858114
2038,395222.551062,359293.228238
