year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,418003.68,12560.16,171490.01,78219.97
2018,416654.79,12563.46,171490.01,79630.85
2019,415380.85,12566.66,171490.01,81041.73
2020,414106.91,12569.82,171490.01,81041.73
2021,412758.02,12573.04,171490.01,82452.61
2022,411559.02,12575.95,171490.01,83863.49
2023,410434.95,12578.79,171490.01,83863.49
2024,409385.82,12581.42,171490.01,85274.37
2025,408336.69,12584.02,171490.01,86685.25
2026,407287.55,12586.64,171490.01,86685.25
2027,406163.49,12589.25,171490.01,88096.13
2028,405114.36,12591.86,171490.01,88096.13
2029,404364.98,12593.84,171490.01,89507.01
2030,403465.72,12595.92,171490.01,89507.01
2031,402566.47,12598.15,171490.01,90917.89
2032,401517.34,,,90917.89
2033,400468.2,,,92328.77
2034,399344.14,,,93739.65
2035,398295.01,,,93739.65
2036,397245.87,,,95150.53
