year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,2924958
2004,,0,0,0,0,0,3047717
2005,,0,0,0,0,0,3004660
2006,,0,0,0,0,0,2819780
2007,,0,0,0,0,0,2701025
2008,,0,0,0,0,0,2922604
2009,,0,0,0,0,0,2876502
2010,,0,0,0,0,0,2813217
2011,,0,0,0,0,0,2725411
2012,,0,0,0,0,0,3009366
2013,,0,0,0,0,0,2790318
2014,start of forecast,0,0,0,0,0,2842000
2015,,0,0,0,0,0,2842000
2016,,0,0,0,0,0,2842000
2017,,0,0,0,0,0,2843000
2018,,0,0,0,0,0,2843000
2019,,0,0,0,0,0,2844000
2020,,0,0,0,0,0,2844000
2021,,0,0,0,0,0,2845000
2022,,0,0,0,0,0,2846000
2023,,0,0,0,0,0,2847000
2024,,0,0,0,0,0,2848000
2025,,0,0,0,0,0,2849000
2026,,0,0,0,0,0,2850000
2027,,0,0,0,0,0,2851000
2028,,0,0,0,0,0,2853000
2029,,0,0,0,0,0,2854000
2030,,0,0,0,0,0,2855000
2031,,0,0,0,0,0,2857000
2032,,0,0,0,0,0,2858000
2033,,0,0,0,0,0,2860000
2034,,0,0,0,0,0,2862000
2035,,0,0,0,0,0,2864000
2036,,0,0,0,0,0,2866000
2037,,0,0,0,0,0,2868000
2038,,0,0,0,0,0,2870000
2039,,0,0,0,0,0,2872000
2040,,0,0,0,0,0,2873000
