year,Base case cost,Modeled non-residential energy efficiency
2017,1414294.21478,1271522.35199
2018,1523121.48081,1360345.49796
2019,1677504.34658,1487650.0896
2020,1750899.47948,1546733.02225
2021,1801516.81252,1586675.40392
2022,1842010.67895,1618145.84333
2023,1867319.34547,1636874.77673
2024,1890097.14534,1653530.88418
2025,1917936.67851,1674514.82062
2026,1950837.94498,1699825.18519
2027,1976146.6115,1718790.46091
2028,1998924.41137,1735677.37143
2029,2029294.81119,1759020.73125
2030,2049541.7444,1773881.05781
2031,2082443.01088,1799463.375
