year,Base case cost,Modeled diesel efficiency
2019,873812.17373,1063447.58754
2020,935169.445008,1112920.52934
2021,977828.505216,1145542.90359
2022,1012048.29963,1170637.55999
2023,1033583.90137,1184342.09105
2024,1053015.63819,1196271.67282
2025,1076699.7413,1212201.47107
2026,1104640.67436,1232132.39297
2027,1126238.02319,1246424.62148
2028,1146130.25944,1259291.94435
2029,1172010.47615,1277725.14817
2030,1189412.74214,1288570.52096
2031,1217876.66566,1309588.54452
2032,1248069.50788,1332292.17806
2033,1276602.61791,1353598.16116
2034,1309432.73069,1378919.10122
2035,1329523.59916,1392764.95577
2036,1360301.92288,1416430.239
2037,1380453.79451,1430536.24432
2038,1413443.11064,1456411.41648
