year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,211502.4,5968.91,100457.1,41941.48
2018,211502.4,5968.04,100457.1,41941.48
2019,211576.8,5967.12,100457.1,41941.48
2020,211576.8,5965.92,100457.1,41941.48
2021,211651.19,5964.43,100457.1,41941.48
2022,211725.59,5962.91,100457.1,40912.36
2023,211799.98,5961.25,100457.1,40912.36
2024,211874.37,5959.56,100457.1,40912.36
2025,211948.77,5957.75,100457.1,40912.36
2026,212023.16,5955.72,100457.1,39883.23
2027,212097.56,5953.43,100457.1,39883.23
2028,212246.34,5950.87,100457.1,39883.23
2029,212320.74,5948.68,100457.1,38854.11
2030,212395.13,5946.2,100457.1,38854.11
2031,212543.92,5943.39,100457.1,37824.98
2032,212618.31,5940.11,100457.1,37824.98
2033,212767.1,5936.63,100457.1,36795.86
2034,212915.89,5933.06,100457.1,36795.86
2035,213064.68,5929.55,100457.1,35766.73
2036,213213.47,5926.12,100457.1,35766.73
2037,213362.26,5922.76,100457.1,34737.61
2038,213511.04,5919.31,100457.1,34737.61
2039,213659.83,5915.71,100457.1,33708.48
2040,213734.23,5912.16,100457.1,32679.36
