year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,2672196.0,240401.0,2431795.0
2004,,2822625.0,239788.0,2582837.0
2005,,2689839.0,223208.0,2466631.0
2006,,2587907.0,216085.0,2371822.0
2007,,2519439.0,215191.0,2304248.0
2008,,2604394.0,191383.0,2413011.0
2009,,2515786.0,181275.0,2334511.0
2010,,2472618.0,215658.0,2256960.0
2011,,2394905.0,188666.0,2206239.0
2012,,2678359.0,246155.0,2432204.0
2013,,2385324.0,176958.0,2208366.0
2014,start of forecast,2485657.0,203387.0,2282270.0
2015,,2485624.0,203354.0,2282270.0
2016,,2485774.0,203505.0,2282270.0
2017,,2486089.0,203819.0,2282270.0
2018,,2486500.0,204230.0,2282270.0
2019,,2486935.0,204665.0,2282270.0
2020,,2487505.0,205235.0,2282270.0
2021,,2488207.0,205938.0,2282270.0
2022,,2488925.0,206656.0,2282270.0
2023,,2489713.0,207443.0,2282270.0
2024,,2490510.0,208240.0,2282270.0
2025,,2491366.0,209096.0,2282270.0
2026,,2492325.0,210056.0,2282270.0
2027,,2493410.0,211141.0,2282270.0
2028,,2494619.0,212350.0,2282270.0
2029,,2495655.0,213385.0,2282270.0
2030,,2496828.0,214559.0,2282270.0
2031,,2498157.0,215887.0,2282270.0
2032,,2499708.0,217439.0,2282270.0
2033,,2501353.0,219083.0,2282270.0
2034,,2503044.0,220774.0,2282270.0
2035,,2504699.0,222430.0,2282270.0
2036,,2506325.0,224055.0,2282270.0
2037,,2507910.0,225640.0,2282270.0
2038,,2509544.0,227274.0,2282270.0
2039,,2511245.0,228975.0,2282270.0
2040,,2512925.0,230655.0,2282270.0
