year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,100457.10352,74338.2566048
2018,100457.10352,74338.2566048
2019,100457.10352,74338.2566048
2020,100457.10352,74338.2566048
2021,100457.10352,74338.2566048
2022,100457.10352,74338.2566048
2023,100457.10352,74338.2566048
2024,100457.10352,74338.2566048
2025,100457.10352,74338.2566048
2026,100457.10352,74338.2566048
2027,100457.10352,74338.2566048
2028,100457.10352,74338.2566048
2029,100457.10352,74338.2566048
2030,100457.10352,74338.2566048
2031,100457.10352,74338.2566048
