year,Base case cost,Modeled water and wastewater efficiency
2017,54680.0935726,44656.1910671
2018,59270.018673,47703.5911778
2019,65782.5029673,52088.85272
2020,68868.8181765,54098.8405512
2021,70988.5960617,55440.9290273
2022,72679.5259814,56488.3393198
2023,73726.8475531,57091.9001574
2024,74666.5312554,57623.6249931
2025,75817.532379,58304.8453983
2026,77178.3297743,59134.4252345
2027,78214.5794945,59741.3585533
2028,79139.81628,60273.8159866
2029,80388.993537,61033.7664535
2030,81206.9756376,61496.8490086
2031,82552.026917,62328.2122154
