year,Base case cost,Modeled residential energy efficiency
2017,1538665.87902,1551063.96238
2018,1642327.3426,1629785.29016
2019,1784625.0178,1741537.16497
2020,1864584.90852,1803334.66792
2021,1931041.61668,1855011.70649
2022,1996697.63198,1908624.17865
2023,2049764.55732,1950451.95718
2024,2097125.65035,1988017.1232
2025,2148214.45748,2028821.67292
2026,2203176.77837,2073007.79014
2027,2255480.58265,2115325.1447
2028,2304980.07067,2155624.48814
2029,2361837.78711,2202137.15043
2030,2408921.75794,2240940.94758
2031,2466994.47153,2288939.46132
