year,Base case diesel consumed,Modeled non-residential ashp
2017,23643.8504376,-27755.8243754
2018,23643.8504376,-27755.8243754
2019,23643.8504376,-27755.8243754
2020,23643.8504376,-27755.8243754
2021,23643.8504376,-27755.8243754
2022,23643.8504376,-27755.8243754
2023,23643.8504376,-27755.8243754
2024,23643.8504376,-27755.8243754
2025,23643.8504376,-27755.8243754
2026,23643.8504376,-27755.8243754
2027,23643.8504376,-27755.8243754
2028,23643.8504376,-27755.8243754
2029,23643.8504376,-27755.8243754
2030,23643.8504376,-27755.8243754
2031,23643.8504376,-27755.8243754
