year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,145910.1,12121.65,171332.25,208450.75
2018,147540.89,12438.2,171332.25,212178.42
2019,148921.92,12749.07,171332.25,217148.64
2020,150582.56,13049.74,171332.25,220876.31
2021,151990.05,13336.44,171332.25,224603.97
2022,153373.11,13614.53,171332.25,229574.2
2023,154831.84,13883.96,171332.25,233301.86
2024,156173.26,14151.98,171332.25,237029.53
2025,157517.67,14416.1,171332.25,240757.2
2026,158799.19,14678.52,171332.25,244484.87
2027,160146.64,14934.25,171332.25,248212.53
2028,161421.1,15186.62,171332.25,251940.2
2029,162847.25,15474.98,171332.25,255667.87
2030,164346.59,15755.34,171332.25,259395.54
2031,165696.58,16023.66,171332.25,263123.2
